,Date,Cas,Nouveaux_Cas,Nouveaux_Cas_lisse
617,2021-10-02,7116415.0,5261.0,5105.714
618,2021-10-03,7120214.0,3799.0,4943.857
619,2021-10-04,7121507.0,1293.0,4913.857
620,2021-10-05,7127454.0,5947.0,4731.429
621,2021-10-06,7137177.0,9723.0,5229.286
622,2021-10-07,7142387.0,5210.0,5194.143
623,2021-10-08,7147186.0,4799.0,5147.429
624,2021-10-09,7152009.0,4823.0,5084.857
625,2021-10-10,7156066.0,4057.0,5121.714
626,2021-10-11,7157206.0,1140.0,5099.857
627,2021-10-12,7163317.0,6111.0,5123.286
628,2021-10-13,7164924.0,1607.0,3963.857
629,2021-10-14,7174580.0,9656.0,4599.0
630,2021-10-15,7180773.0,6193.0,4798.143
631,2021-10-16,7185744.0,4971.0,4819.286
632,2021-10-17,7189566.0,3822.0,4785.714
633,2021-10-18,7190716.0,1150.0,4787.143
634,2021-10-19,7196754.0,6038.0,4776.714
635,2021-10-20,7202840.0,6086.0,5416.571
636,2021-10-21,7209126.0,6286.0,4935.143
637,2021-10-22,7215584.0,6458.0,4973.0
638,2021-10-23,7221941.0,6357.0,5171.0
639,2021-10-24,7226974.0,5033.0,5344.0
640,2021-10-25,7228331.0,1357.0,5373.571
641,2021-10-26,7235100.0,6769.0,5478.0
642,2021-10-27,7242180.0,7080.0,5620.0
643,2021-10-28,7248285.0,6105.0,5594.143
644,2021-10-29,7254779.0,6494.0,5599.286
645,2021-10-30,7262178.0,7399.0,5748.143
646,2021-10-31,7268527.0,6349.0,5936.143
647,2021-11-01,7270410.0,1883.0,6011.286
648,2021-11-02,7272516.0,2106.0,5345.143
649,2021-11-03,7282823.0,10307.0,5806.143
650,2021-11-04,7292220.0,9397.0,6276.429
651,2021-11-05,7301303.0,9083.0,6646.286
652,2021-11-06,7310967.0,9664.0,6969.857
653,2021-11-07,7319526.0,8559.0,7285.571
654,2021-11-08,7321767.0,2241.0,7336.714
655,2021-11-09,7334332.0,12565.0,8830.857
656,2021-11-10,7346277.0,11945.0,9064.857
657,2021-11-11,7358920.0,12643.0,9528.571
658,2021-11-12,7362807.0,3887.0,8786.286
659,2021-11-13,7377483.0,14676.0,9502.286
660,2021-11-14,7389989.0,12506.0,10066.143
661,2021-11-15,7393296.0,3307.0,10218.429
662,2021-11-16,7413180.0,19884.0,11264.0
663,2021-11-17,7433545.0,20365.0,12466.857
664,2021-11-18,7453941.0,20396.0,13574.429
665,2021-11-19,7475211.0,21270.0,16057.714
666,2021-11-20,7497912.0,22701.0,17204.143
667,2021-11-21,7517669.0,19757.0,18240.0
668,2021-11-22,7523008.0,5339.0,18530.286
669,2021-11-23,7553513.0,30505.0,20047.571
670,2021-11-24,7586146.0,32633.0,21800.143
671,2021-11-25,7619656.0,33510.0,23673.571
